"","p0","pp","forma","tasa"
"1",0.915579958819492,0.0844200411805079,0.900634365145881,0.165820860774067
"2",0.907379518072289,0.0926204819277109,1.19842051674817,0.223374238302375
"3",0.912148249828415,0.0878517501715854,1.64534458863856,0.356831736077524
"4",0.802127659574468,0.197872340425532,1.31957277803566,0.245150647793575
"5",0.712982456140351,0.287017543859649,1.07111969646643,0.138988054014074
"6",0.656521739130435,0.343478260869565,1.04275345511711,0.125525507180626
"7",0.704022988505747,0.295977011494253,1.00641613029462,0.138283913532654
"8",0.714586255259467,0.285413744740533,0.975269200361948,0.130244561118699
"9",0.67463768115942,0.32536231884058,0.929037304589062,0.108400436358797
"10",0.849929873772791,0.150070126227209,0.785554770924051,0.0947302167318772
"11",0.921739130434783,0.0782608695652174,0.998184195794921,0.193076834062527
"12",0.948106591865358,0.0518934081346424,0.808369465483211,0.223151483487048
